annex_a,quota_period,line,label,category,value,repaired
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A1),A1) Vehicle Population as at 31 Dec 2020,C,151139,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A1),A1) Vehicle Population as at 31 Dec 2020,D,140720,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A1),A1) Vehicle Population as at 31 Dec 2020,E,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A1),A1) Vehicle Population as at 31 Dec 2020,Total,925413,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],A,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],B,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],C,94,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],D,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],E,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,A2),A2) Net Increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],Total,94,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(A),(A) Increase in Vehicle Population,A,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(A),(A) Increase in Vehicle Population,B,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(A),(A) Increase in Vehicle Population,C,94,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(A),(A) Increase in Vehicle Population,D,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(A),(A) Increase in Vehicle Population,E,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(A),(A) Increase in Vehicle Population,Total,94,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B1),B1) Total vehicle deregistrations from Jan 2021 to Mar 2021,A,4569,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B1),B1) Total vehicle deregistrations from Jan 2021 to Mar 2021,B,4429,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B1),B1) Total vehicle deregistrations from Jan 2021 to Mar 2021,C,2300,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B1),B1) Total vehicle deregistrations from Jan 2021 to Mar 2021,D,3071,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B1),B1) Total vehicle deregistrations from Jan 2021 to Mar 2021,E,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B1),B1) Total vehicle deregistrations from Jan 2021 to Mar 2021,Total,14369,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),A,-456,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),B,-442,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),C,-230,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),D,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),E,1128,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),Total,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(B),(B) Replacements of Deregistered Vehicles,A,4113,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(B),(B) Replacements of Deregistered Vehicles,B,3987,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(B),(B) Replacements of Deregistered Vehicles,C,2070,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(B),(B) Replacements of Deregistered Vehicles,D,3071,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(B),(B) Replacements of Deregistered Vehicles,E,1128,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(B),(B) Replacements of Deregistered Vehicles,Total,14369,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C1),C1) Adjustments for change in taxi population,A,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C1),C1) Adjustments for change in taxi population,B,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C1),C1) Adjustments for change in taxi population,C,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C1),C1) Adjustments for change in taxi population,D,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C1),C1) Adjustments for change in taxi population,E,300,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C1),C1) Adjustments for change in taxi population,Total,300,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,A,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,B,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,C,-1535,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,D,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,E,-171,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,Total,-1706,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C3),C3) Expired COEs,A,1,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C3),C3) Expired COEs,B,5,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C3),C3) Expired COEs,C,0,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C3),C3) Expired COEs,D,56,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C3),C3) Expired COEs,E,1,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,C3),C3) Expired COEs,Total,63,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(C),(C) Adjustments,A,1,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(C),(C) Adjustments,B,5,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(C),(C) Adjustments,C,-1535,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(C),(C) Adjustments,D,56,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(C),(C) Adjustments,E,130,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(C),(C) Adjustments,Total,-1343,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D1),D1) Total Quota for May 2021 to Jul 2021 Bidding Exercises (A + B + C),A,4114,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D1),D1) Total Quota for May 2021 to Jul 2021 Bidding Exercises (A + B + C),B,3992,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D1),D1) Total Quota for May 2021 to Jul 2021 Bidding Exercises (A + B + C),C,629,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D1),D1) Total Quota for May 2021 to Jul 2021 Bidding Exercises (A + B + C),D,3127,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D1),D1) Total Quota for May 2021 to Jul 2021 Bidding Exercises (A + B + C),E,1258,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D1),D1) Total Quota for May 2021 to Jul 2021 Bidding Exercises (A + B + C),Total,13120,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for May 2021 to Jul 2021 bidding exercises",A,859,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for May 2021 to Jul 2021 bidding exercises",B,864,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for May 2021 to Jul 2021 bidding exercises",C,314,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for May 2021 to Jul 2021 bidding exercises",D,559,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for May 2021 to Jul 2021 bidding exercises",E,294,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for May 2021 to Jul 2021 bidding exercises",Total,2890,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(D),(D) Total Quota for May 2021 to Jul 2021 Bidding Exercises (D1 + D2),A,4973,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(D),(D) Total Quota for May 2021 to Jul 2021 Bidding Exercises (D1 + D2),B,4856,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(D),(D) Total Quota for May 2021 to Jul 2021 Bidding Exercises (D1 + D2),C,943,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(D),(D) Total Quota for May 2021 to Jul 2021 Bidding Exercises (D1 + D2),D,3686,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(D),(D) Total Quota for May 2021 to Jul 2021 Bidding Exercises (D1 + D2),E,1552,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,(D),(D) Total Quota for May 2021 to Jul 2021 Bidding Exercises (D1 + D2),Total,16010,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021 Bidding Exercises,A,1657,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021 Bidding Exercises,B,1618,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021 Bidding Exercises,C,314,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021 Bidding Exercises,D,1228,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021 Bidding Exercises,E,517,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021,Average Monthly Quota for May 2021 to Jul 2021 Bidding Exercises,Total,5334,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Monthly Quota for Feb 2021 to Apr 2021,Monthly Quota for Feb 2021 to Apr 2021 Bidding Exercises,A,1766,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Monthly Quota for Feb 2021 to Apr 2021,Monthly Quota for Feb 2021 to Apr 2021 Bidding Exercises,B,1883,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Monthly Quota for Feb 2021 to Apr 2021,Monthly Quota for Feb 2021 to Apr 2021 Bidding Exercises,C,511,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Monthly Quota for Feb 2021 to Apr 2021,Monthly Quota for Feb 2021 to Apr 2021 Bidding Exercises,D,1083,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Monthly Quota for Feb 2021 to Apr 2021,Monthly Quota for Feb 2021 to Apr 2021 Bidding Exercises,E,592,False
2021-04-COE_quota_for_May_to_Jul_21.annex-a.pdf,May 2021 to Jul 2021,Monthly Quota for Feb 2021 to Apr 2021,Monthly Quota for Feb 2021 to Apr 2021 Bidding Exercises,Total,5835,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A1),A1) Vehicle population as at 31 Dec 2020,A,319137,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A1),A1) Vehicle population as at 31 Dec 2020,B,314417,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A1),A1) Vehicle population as at 31 Dec 2020,C,151139,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A1),A1) Vehicle population as at 31 Dec 2020,D,140720,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A1),A1) Vehicle population as at 31 Dec 2020,E,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A1),A1) Vehicle population as at 31 Dec 2020,Total,925413,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],A,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],B,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],C,94,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],D,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],E,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],Total,94,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(A),(A) Increase in Vehicle Population,A,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(A),(A) Increase in Vehicle Population,B,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(A),(A) Increase in Vehicle Population,C,94,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(A),(A) Increase in Vehicle Population,D,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(A),(A) Increase in Vehicle Population,E,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(A),(A) Increase in Vehicle Population,Total,94,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B1),B1) Total vehicle de-registrations from Apr 2021 to Jun 2021,A,5343,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B1),B1) Total vehicle de-registrations from Apr 2021 to Jun 2021,B,5125,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B1),B1) Total vehicle de-registrations from Apr 2021 to Jun 2021,C,2041,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B1),B1) Total vehicle de-registrations from Apr 2021 to Jun 2021,D,2658,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B1),B1) Total vehicle de-registrations from Apr 2021 to Jun 2021,E,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B1),B1) Total vehicle de-registrations from Apr 2021 to Jun 2021,Total,15167,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),A,-534,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),B,-512,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),C,-204,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),D,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),E,1250,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,B2),B2) Contribution of deregistrations to Category E (10% of B1),Total,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(B),(B) Replacements of Deregistered Vehicles,A,4809,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(B),(B) Replacements of Deregistered Vehicles,B,4613,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(B),(B) Replacements of Deregistered Vehicles,C,1837,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(B),(B) Replacements of Deregistered Vehicles,D,2658,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(B),(B) Replacements of Deregistered Vehicles,E,1250,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,(B),(B) Replacements of Deregistered Vehicles,Total,15167,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C1),C1) Adjustments for change in taxi population,A,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C1),C1) Adjustments for change in taxi population,B,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C1),C1) Adjustments for change in taxi population,C,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C1),C1) Adjustments for change in taxi population,D,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C1),C1) Adjustments for change in taxi population,E,71,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C1),C1) Adjustments for change in taxi population,Total,71,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,A,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,B,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,C,-1242,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,D,0,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,E,-139,False
2021-07-coe-quota-aug-2021-oct-2021.annex-a.pdf,Aug 2021 to Oct 2021,C2),C2) Adjustments for replacements under Early Turnover Scheme,Total,-1381,False
