lever_set,b_A,b_B,b_C,pcu_C,growth_upper,categories,jacobian_s2,jacobian_s3,r2_O1,r2_O2,r2_O3,largest_unexplained,o3_flat,front_s2,front_s3,front_n
injection,-2.0,-1.0,-2.0,1.0,0.01,ABCDE,0.0328,0.0066,0.99978,0.99736,0.99833,0.0514,False,0.3082,0.0520,200
injection,-2.0,-1.0,-2.0,1.0,0.01,ABC,0.0364,0.0056,0.99681,0.99736,0.99833,0.0564,False,0.3264,0.0178,200
injection,-2.0,-1.0,-2.0,1.0,0.03,ABCDE,0.0644,0.0080,0.99935,0.98915,0.99476,0.1042,False,0.3224,0.0334,200
injection,-2.0,-1.0,-2.0,1.0,0.03,ABC,0.0652,0.0059,0.99232,0.98915,0.99476,0.1042,False,0.3557,0.0365,200
injection,-2.0,-1.0,-2.0,1.5,0.01,ABCDE,0.0342,0.0094,0.99978,0.99499,0.99833,0.0708,False,0.3023,0.0250,200
injection,-2.0,-1.0,-2.0,1.5,0.01,ABC,0.0358,0.0096,0.99681,0.99499,0.99833,0.0708,False,0.2518,0.0173,200
injection,-2.0,-1.0,-2.0,1.5,0.03,ABCDE,0.0709,0.0119,0.99935,0.97967,0.99476,0.1426,False,0.2796,0.0477,200
injection,-2.0,-1.0,-2.0,1.5,0.03,ABC,0.0676,0.0230,0.99232,0.97967,0.99476,0.1426,False,0.2541,0.0283,200
injection,-2.0,-1.0,-2.0,2.0,0.01,ABCDE,0.0431,0.0094,0.99978,0.98943,0.99833,0.1028,False,0.2656,0.0278,200
injection,-2.0,-1.0,-2.0,2.0,0.01,ABC,0.0386,0.0223,0.99681,0.98943,0.99833,0.1028,False,0.2090,0.0169,200
injection,-2.0,-1.0,-2.0,2.0,0.03,ABCDE,0.0892,0.0127,0.99935,0.95726,0.99476,0.2067,False,0.2524,0.0412,200
injection,-2.0,-1.0,-2.0,2.0,0.03,ABC,0.0784,0.0407,0.99232,0.95726,0.99476,0.2067,False,0.1175,0.0215,200
injection,-2.0,-1.0,-2.0,3.0,0.01,ABCDE,0.0719,0.0085,0.99978,0.96938,0.99833,0.1750,False,0.2168,0.0178,200
injection,-2.0,-1.0,-2.0,3.0,0.01,ABC,0.0650,0.0298,0.99681,0.96938,0.99833,0.1750,False,0.1786,0.0325,200
injection,-2.0,-1.0,-2.0,3.0,0.03,ABCDE,0.1444,0.0120,0.99935,0.88390,0.99476,0.3407,False,0.1172,0.0293,200
injection,-2.0,-1.0,-2.0,3.0,0.03,ABC,0.1341,0.0492,0.99232,0.88390,0.99476,0.3407,False,0.1897,0.0259,200
injection,-2.0,-2.0,-0.5,1.0,0.01,ABCDE,0.0536,0.0123,0.99487,0.99736,0.97750,0.1500,False,0.5672,0.0500,200
injection,-2.0,-2.0,-0.5,1.0,0.01,ABC,0.0542,0.0117,0.98735,0.99736,0.97750,0.1500,False,0.5483,0.0608,200
injection,-2.0,-2.0,-0.5,1.0,0.03,ABCDE,0.1101,0.0229,0.98030,0.98915,0.92200,0.2793,False,0.4364,0.0403,200
injection,-2.0,-2.0,-0.5,1.0,0.03,ABC,0.1101,0.0129,0.96584,0.98915,0.92200,0.2793,False,0.4875,0.0290,200
injection,-2.0,-2.0,-0.5,1.5,0.01,ABCDE,0.0692,0.0156,0.99487,0.99499,0.97750,0.1500,False,0.6367,0.0742,200
injection,-2.0,-2.0,-0.5,1.5,0.01,ABC,0.0702,0.0093,0.98735,0.99499,0.97750,0.1500,False,0.5495,0.0492,200
injection,-2.0,-2.0,-0.5,1.5,0.03,ABCDE,0.1445,0.0258,0.98030,0.97967,0.92200,0.2793,False,0.4231,0.0429,200
injection,-2.0,-2.0,-0.5,1.5,0.03,ABC,0.1443,0.0105,0.96584,0.97967,0.92200,0.2793,False,0.4851,0.0330,200
injection,-2.0,-2.0,-0.5,2.0,0.01,ABCDE,0.0861,0.0175,0.99487,0.98943,0.97750,0.1500,False,0.5361,0.0395,200
injection,-2.0,-2.0,-0.5,2.0,0.01,ABC,0.0876,0.0075,0.98735,0.98943,0.97750,0.1500,False,0.4850,0.0283,200
injection,-2.0,-2.0,-0.5,2.0,0.03,ABCDE,0.1794,0.0277,0.98030,0.95726,0.92200,0.2793,False,0.4450,0.0418,200
injection,-2.0,-2.0,-0.5,2.0,0.03,ABC,0.1795,0.0088,0.96584,0.95726,0.92200,0.2793,False,0.4564,0.0234,200
injection,-2.0,-2.0,-0.5,3.0,0.01,ABCDE,0.1210,0.0194,0.99487,0.96938,0.97750,0.1750,False,0.3971,0.0288,200
injection,-2.0,-2.0,-0.5,3.0,0.01,ABC,0.1223,0.0054,0.98735,0.96938,0.97750,0.1750,False,0.5132,0.0233,200
injection,-2.0,-2.0,-0.5,3.0,0.03,ABCDE,0.2464,0.0294,0.98030,0.88390,0.92200,0.3407,False,0.5657,0.0460,200
injection,-2.0,-2.0,-0.5,3.0,0.03,ABC,0.2458,0.0067,0.96584,0.88390,0.92200,0.3407,False,0.4209,0.0248,200
injection,-2.0,-2.0,-1.0,1.0,0.01,ABCDE,0.0394,0.0116,0.99644,0.99736,0.98442,0.1248,False,0.5044,0.0500,200
injection,-2.0,-2.0,-1.0,1.0,0.01,ABC,0.0398,0.0112,0.98880,0.99736,0.98442,0.1248,False,0.3200,0.0264,200
injection,-2.0,-2.0,-1.0,1.0,0.03,ABCDE,0.0724,0.0222,0.98826,0.98915,0.95378,0.2150,False,0.4234,0.0528,200
injection,-2.0,-2.0,-1.0,1.0,0.03,ABC,0.0722,0.0124,0.97308,0.98915,0.95378,0.2150,False,0.4159,0.0303,200
injection,-2.0,-2.0,-1.0,1.5,0.01,ABCDE,0.0545,0.0161,0.99644,0.99499,0.98442,0.1248,False,0.5935,0.0746,200
injection,-2.0,-2.0,-1.0,1.5,0.01,ABC,0.0559,0.0082,0.98880,0.99499,0.98442,0.1248,False,0.4462,0.0678,200
injection,-2.0,-2.0,-1.0,1.5,0.03,ABCDE,0.1076,0.0261,0.98826,0.97967,0.95378,0.2150,False,0.5870,0.0466,200
injection,-2.0,-2.0,-1.0,1.5,0.03,ABC,0.1074,0.0094,0.97308,0.97967,0.95378,0.2150,False,0.4485,0.0309,200
injection,-2.0,-2.0,-1.0,2.0,0.01,ABCDE,0.0716,0.0183,0.99644,0.98943,0.98442,0.1248,False,0.5351,0.0692,200
injection,-2.0,-2.0,-1.0,2.0,0.01,ABC,0.0728,0.0063,0.98880,0.98943,0.98442,0.1248,False,0.4583,0.0302,200
injection,-2.0,-2.0,-1.0,2.0,0.03,ABCDE,0.1427,0.0280,0.98826,0.95726,0.95378,0.2150,False,0.4544,0.0395,200
injection,-2.0,-2.0,-1.0,2.0,0.03,ABC,0.1428,0.0075,0.97308,0.95726,0.95378,0.2150,False,0.2946,0.0223,200
injection,-2.0,-2.0,-1.0,3.0,0.01,ABCDE,0.1064,0.0201,0.99644,0.96938,0.98442,0.1750,False,0.5307,0.0589,200
injection,-2.0,-2.0,-1.0,3.0,0.01,ABC,0.1075,0.0044,0.98880,0.96938,0.98442,0.1750,False,0.3004,0.0182,200
injection,-2.0,-2.0,-1.0,3.0,0.03,ABCDE,0.2113,0.0294,0.98826,0.88390,0.95378,0.3407,False,0.4003,0.0459,200
injection,-2.0,-2.0,-1.0,3.0,0.03,ABC,0.2110,0.0056,0.97308,0.88390,0.95378,0.3407,False,0.2313,0.0182,200
injection,-2.0,-2.0,-2.0,1.0,0.01,ABCDE,0.0247,0.0043,0.99769,0.99736,0.98985,0.1008,False,0.1203,0.0171,200
injection,-2.0,-2.0,-2.0,1.0,0.01,ABC,0.0250,0.0042,0.98963,0.99736,0.98985,0.1019,False,0.2095,0.0169,200
injection,-2.0,-2.0,-2.0,1.0,0.03,ABCDE,0.0371,0.0161,0.99404,0.98915,0.97662,0.1529,False,0.1926,0.0393,200
injection,-2.0,-2.0,-2.0,1.0,0.03,ABC,0.0331,0.0087,0.97781,0.98915,0.97662,0.1529,False,0.2735,0.0387,200
injection,-2.0,-2.0,-2.0,1.5,0.01,ABCDE,0.0295,0.0171,0.99769,0.99499,0.98985,0.1008,False,0.1069,0.0232,200
injection,-2.0,-2.0,-2.0,1.5,0.01,ABC,0.0323,0.0034,0.98963,0.99499,0.98985,0.1019,False,0.3610,0.0306,200
injection,-2.0,-2.0,-2.0,1.5,0.03,ABCDE,0.0594,0.0268,0.99404,0.97967,0.97662,0.1529,False,0.2741,0.0300,200
injection,-2.0,-2.0,-2.0,1.5,0.03,ABC,0.0592,0.0060,0.97781,0.97967,0.97662,0.1529,False,0.3527,0.0253,200
injection,-2.0,-2.0,-2.0,2.0,0.01,ABCDE,0.0437,0.0206,0.99769,0.98943,0.98985,0.1028,False,0.2997,0.0361,200
injection,-2.0,-2.0,-2.0,2.0,0.01,ABC,0.0460,0.0026,0.98963,0.98943,0.98985,0.1028,False,0.5424,0.0188,200
injection,-2.0,-2.0,-2.0,2.0,0.03,ABCDE,0.0920,0.0283,0.99404,0.95726,0.97662,0.2067,False,0.4828,0.0406,200
injection,-2.0,-2.0,-2.0,2.0,0.03,ABC,0.0914,0.0046,0.97781,0.95726,0.97662,0.2067,False,0.4879,0.0269,200
injection,-2.0,-2.0,-2.0,3.0,0.01,ABCDE,0.0771,0.0217,0.99769,0.96938,0.98985,0.1750,False,0.2041,0.0294,200
injection,-2.0,-2.0,-2.0,3.0,0.01,ABC,0.0780,0.0019,0.98963,0.96938,0.98985,0.1750,False,0.5956,0.0154,200
injection,-2.0,-2.0,-2.0,3.0,0.03,ABCDE,0.1578,0.0293,0.99404,0.88390,0.97662,0.3407,False,0.2672,0.0310,200
injection,-2.0,-2.0,-2.0,3.0,0.03,ABC,0.1566,0.0035,0.97781,0.88390,0.97662,0.3407,False,0.3877,0.0201,200
theta,-0.5,-0.5,-0.5,1.0,0.01,ABCDE,0.3682,0.0059,0.90520,0.99999,0.95272,0.3079,False,0.6438,0.0058,200
theta,-0.5,-0.5,-0.5,1.0,0.01,ABC,0.3122,0.0059,0.94868,0.99999,0.95272,0.2265,False,0.6394,0.0062,200
theta,-0.5,-0.5,-0.5,1.0,0.03,ABCDE,0.1514,0.0024,0.97744,0.99994,0.98819,0.1502,False,0.6414,0.0157,200
theta,-0.5,-0.5,-0.5,1.0,0.03,ABC,0.1282,0.0023,0.98709,0.99994,0.98819,0.1136,False,0.6435,0.0174,200
theta,-0.5,-0.5,-0.5,1.5,0.01,ABCDE,0.3757,0.0470,0.90520,0.98926,0.95272,0.3079,False,0.6189,0.0552,200
theta,-0.5,-0.5,-0.5,1.5,0.01,ABC,0.3196,0.0465,0.94868,0.98926,0.95272,0.2265,False,0.3940,0.0571,200
theta,-0.5,-0.5,-0.5,1.5,0.03,ABCDE,0.1552,0.0417,0.97744,0.98935,0.98819,0.1502,False,0.5717,0.0491,200
theta,-0.5,-0.5,-0.5,1.5,0.03,ABC,0.1334,0.0408,0.98709,0.98935,0.98819,0.1136,False,0.5910,0.0592,200
theta,-0.5,-0.5,-0.5,2.0,0.01,ABCDE,0.3834,0.0933,0.90520,0.95998,0.95272,0.3079,False,0.5174,0.0597,200
theta,-0.5,-0.5,-0.5,2.0,0.01,ABC,0.3256,0.0918,0.94868,0.95998,0.95272,0.2265,False,0.6522,0.0593,200
theta,-0.5,-0.5,-0.5,2.0,0.03,ABCDE,0.1628,0.0796,0.97744,0.96002,0.98819,0.2000,False,0.6476,0.0683,200
theta,-0.5,-0.5,-0.5,2.0,0.03,ABC,0.1459,0.0757,0.98709,0.96002,0.98819,0.2000,False,0.5940,0.0693,200
theta,-0.5,-0.5,-0.5,3.0,0.01,ABCDE,0.3952,0.1732,0.90520,0.86725,0.95272,0.3643,False,0.6085,0.0764,200
theta,-0.5,-0.5,-0.5,3.0,0.01,ABC,0.3366,0.1697,0.94868,0.86725,0.95272,0.3643,False,0.6644,0.0802,200
theta,-0.5,-0.5,-0.5,3.0,0.03,ABCDE,0.2039,0.1236,0.97744,0.86697,0.98819,0.3647,False,0.6153,0.0645,200
theta,-0.5,-0.5,-0.5,3.0,0.03,ABC,0.2006,0.1077,0.98709,0.86697,0.98819,0.3647,False,0.6307,0.0547,200
theta,-0.5,-0.5,-1.0,1.0,0.01,ABCDE,0.4050,0.0047,0.85010,0.99999,0.91187,0.3872,False,0.6212,0.0042,200
theta,-0.5,-0.5,-1.0,1.0,0.01,ABC,0.3544,0.0046,0.91441,0.99999,0.91187,0.2969,False,0.5796,0.0050,200
theta,-0.5,-0.5,-1.0,1.0,0.03,ABCDE,0.2463,0.0015,0.90909,0.99994,0.94613,0.3015,False,0.6538,0.0088,200
theta,-0.5,-0.5,-1.0,1.0,0.03,ABC,0.2171,0.0015,0.94517,0.99994,0.94613,0.2342,False,0.6515,0.0110,200
theta,-0.5,-0.5,-1.0,1.5,0.01,ABCDE,0.4174,0.0412,0.85010,0.98926,0.91187,0.3872,False,0.6361,0.0657,200
theta,-0.5,-0.5,-1.0,1.5,0.01,ABC,0.3669,0.0405,0.91441,0.98926,0.91187,0.2969,False,0.6960,0.0981,200
theta,-0.5,-0.5,-1.0,1.5,0.03,ABCDE,0.2591,0.0254,0.90909,0.98935,0.94613,0.3015,False,0.6617,0.0711,200
theta,-0.5,-0.5,-1.0,1.5,0.03,ABC,0.2312,0.0245,0.94517,0.98935,0.94613,0.2342,False,0.5995,0.0545,200
theta,-0.5,-0.5,-1.0,2.0,0.01,ABCDE,0.4301,0.0816,0.85010,0.95998,0.91187,0.3872,False,0.5893,0.0786,200
theta,-0.5,-0.5,-1.0,2.0,0.01,ABC,0.3785,0.0797,0.91441,0.95998,0.91187,0.2969,False,0.5899,0.0561,200
theta,-0.5,-0.5,-1.0,2.0,0.03,ABCDE,0.2761,0.0470,0.90909,0.96002,0.94613,0.3015,False,0.6149,0.0640,200
theta,-0.5,-0.5,-1.0,2.0,0.03,ABC,0.2487,0.0447,0.94517,0.96002,0.94613,0.2342,False,0.5873,0.0670,200
theta,-0.5,-0.5,-1.0,3.0,0.01,ABCDE,0.4524,0.1480,0.85010,0.86725,0.91187,0.3872,False,0.5767,0.0820,200
theta,-0.5,-0.5,-1.0,3.0,0.01,ABC,0.4022,0.1423,0.91441,0.86725,0.91187,0.3643,False,0.6188,0.0851,200
theta,-0.5,-0.5,-1.0,3.0,0.03,ABCDE,0.3152,0.0762,0.90909,0.86697,0.94613,0.3647,False,0.6316,0.0614,200
theta,-0.5,-0.5,-1.0,3.0,0.03,ABC,0.2946,0.0700,0.94517,0.86697,0.94613,0.3647,False,0.6034,0.0669,200
theta,-0.5,-0.5,-2.0,1.0,0.01,ABCDE,0.5479,0.0030,0.66734,0.99999,0.73637,0.5768,False,0.6491,0.0037,200
theta,-0.5,-0.5,-2.0,1.0,0.01,ABC,0.4883,0.0030,0.78235,0.99999,0.73637,0.5134,False,0.6267,0.0041,200
theta,-0.5,-0.5,-2.0,1.0,0.03,ABCDE,0.4199,0.0008,0.74245,0.99994,0.81353,0.5075,False,0.6019,0.0074,200
theta,-0.5,-0.5,-2.0,1.0,0.03,ABC,0.3780,0.0008,0.82810,0.99994,0.81353,0.4318,False,0.5433,0.0092,200
theta,-0.5,-0.5,-2.0,1.5,0.01,ABCDE,0.5657,0.0292,0.66734,0.98926,0.73637,0.5768,False,0.6426,0.0440,200
theta,-0.5,-0.5,-2.0,1.5,0.01,ABC,0.5059,0.0291,0.78235,0.98926,0.73637,0.5134,False,0.6316,0.0478,200
theta,-0.5,-0.5,-2.0,1.5,0.03,ABCDE,0.4375,0.0148,0.74245,0.98935,0.81353,0.5075,False,0.6191,0.0422,200
theta,-0.5,-0.5,-2.0,1.5,0.03,ABC,0.3952,0.0144,0.82810,0.98935,0.81353,0.4318,False,0.6308,0.0379,200
theta,-0.5,-0.5,-2.0,2.0,0.01,ABCDE,0.5826,0.0579,0.66734,0.95998,0.73637,0.5768,False,0.6123,0.0633,200
theta,-0.5,-0.5,-2.0,2.0,0.01,ABC,0.5232,0.0573,0.78235,0.95998,0.73637,0.5134,False,0.6155,0.0869,200
theta,-0.5,-0.5,-2.0,2.0,0.03,ABCDE,0.4558,0.0279,0.74245,0.96002,0.81353,0.5075,False,0.6718,0.0636,200
theta,-0.5,-0.5,-2.0,2.0,0.03,ABC,0.4155,0.0273,0.82810,0.96002,0.81353,0.4318,False,0.5840,0.0528,200
theta,-0.5,-0.5,-2.0,3.0,0.01,ABCDE,0.6079,0.1056,0.66734,0.86725,0.73637,0.5768,False,0.5329,0.0834,200
theta,-0.5,-0.5,-2.0,3.0,0.01,ABC,0.5529,0.1033,0.78235,0.86725,0.73637,0.5134,False,0.6551,0.0680,200
theta,-0.5,-0.5,-2.0,3.0,0.03,ABCDE,0.4922,0.0489,0.74245,0.86697,0.81353,0.5075,False,0.6008,0.0503,200
theta,-0.5,-0.5,-2.0,3.0,0.03,ABC,0.4543,0.0465,0.82810,0.86697,0.81353,0.4318,False,0.6512,0.0512,200
theta,-0.5,-1.0,-0.5,1.0,0.01,ABCDE,0.8474,0.0041,0.19481,0.99999,0.04999,0.9747,False,0.5753,0.0041,200
theta,-0.5,-1.0,-0.5,1.0,0.01,ABC,0.8549,0.0045,0.26754,0.99999,0.04999,0.9747,False,0.6470,0.0051,200
theta,-0.5,-1.0,-0.5,1.0,0.03,ABCDE,0.6296,0.0032,0.67835,0.99994,0.30400,0.8343,False,0.5815,0.0150,200
theta,-0.5,-1.0,-0.5,1.0,0.03,ABC,0.5949,0.0032,0.74896,0.99994,0.30400,0.8343,False,0.5430,0.0174,200
theta,-0.5,-1.0,-0.5,1.5,0.01,ABCDE,0.8205,0.0330,0.19481,0.98926,0.04999,0.9747,False,0.6720,0.0569,200
theta,-0.5,-1.0,-0.5,1.5,0.01,ABC,0.8409,0.0361,0.26754,0.98926,0.04999,0.9747,False,0.6212,0.0589,200
theta,-0.5,-1.0,-0.5,1.5,0.03,ABCDE,0.6514,0.0520,0.67835,0.98935,0.30400,0.8343,False,0.5226,0.0715,200
theta,-0.5,-1.0,-0.5,1.5,0.03,ABC,0.6102,0.0516,0.74896,0.98935,0.30400,0.8343,False,0.5932,0.0591,200
theta,-0.5,-1.0,-0.5,2.0,0.01,ABCDE,0.7931,0.0645,0.19481,0.95998,0.04999,0.9747,False,0.6496,0.0567,200
theta,-0.5,-1.0,-0.5,2.0,0.01,ABC,0.8228,0.0715,0.26754,0.95998,0.04999,0.9747,False,0.6779,0.0770,200
theta,-0.5,-1.0,-0.5,2.0,0.03,ABCDE,0.6685,0.1004,0.67835,0.96002,0.30400,0.8343,False,0.5022,0.0703,200
theta,-0.5,-1.0,-0.5,2.0,0.03,ABC,0.6249,0.1003,0.74896,0.96002,0.30400,0.8343,False,0.5553,0.0661,200
theta,-0.5,-1.0,-0.5,3.0,0.01,ABCDE,0.7583,0.1162,0.19481,0.86725,0.04999,0.9747,False,0.6311,0.0717,200
theta,-0.5,-1.0,-0.5,3.0,0.01,ABC,0.7906,0.1293,0.26754,0.86725,0.04999,0.9747,False,0.6157,0.0750,200
theta,-0.5,-1.0,-0.5,3.0,0.03,ABCDE,0.6903,0.1861,0.67835,0.86697,0.30400,0.8343,False,0.5314,0.0730,200
theta,-0.5,-1.0,-0.5,3.0,0.03,ABC,0.6488,0.1846,0.74896,0.86697,0.30400,0.8343,False,0.5873,0.0621,200
theta,-0.5,-1.0,-1.0,1.0,0.01,ABCDE,0.8442,0.0041,0.20259,0.99999,0.04415,0.9777,False,0.6717,0.0045,200
theta,-0.5,-1.0,-1.0,1.0,0.01,ABC,0.8562,0.0045,0.27532,0.99999,0.04415,0.9777,False,0.6121,0.0055,200
theta,-0.5,-1.0,-1.0,1.0,0.03,ABCDE,0.6694,0.0032,0.68338,0.99994,0.27784,0.8498,False,0.5987,0.0139,200
theta,-0.5,-1.0,-1.0,1.0,0.03,ABC,0.6383,0.0031,0.75145,0.99994,0.27784,0.8498,False,0.6536,0.0172,200
theta,-0.5,-1.0,-1.0,1.5,0.01,ABCDE,0.8119,0.0326,0.20259,0.98926,0.04415,0.9777,False,0.6512,0.0699,200
theta,-0.5,-1.0,-1.0,1.5,0.01,ABC,0.8344,0.0357,0.27532,0.98926,0.04415,0.9777,False,0.6399,0.0554,200
theta,-0.5,-1.0,-1.0,1.5,0.03,ABCDE,0.6949,0.0517,0.68338,0.98935,0.27784,0.8498,False,0.6260,0.0620,200
theta,-0.5,-1.0,-1.0,1.5,0.03,ABC,0.6593,0.0512,0.75145,0.98935,0.27784,0.8498,False,0.6147,0.0666,200
theta,-0.5,-1.0,-1.0,2.0,0.01,ABCDE,0.7835,0.0638,0.20259,0.95998,0.04415,0.9777,False,0.6779,0.0774,200
theta,-0.5,-1.0,-1.0,2.0,0.01,ABC,0.8107,0.0704,0.27532,0.95998,0.04415,0.9777,False,0.5816,0.0590,200
theta,-0.5,-1.0,-1.0,2.0,0.03,ABCDE,0.7143,0.0998,0.68338,0.96002,0.27784,0.8498,False,0.6196,0.0661,200
theta,-0.5,-1.0,-1.0,2.0,0.03,ABC,0.6751,0.0993,0.75145,0.96002,0.27784,0.8498,False,0.5943,0.0686,200
theta,-0.5,-1.0,-1.0,3.0,0.01,ABCDE,0.7478,0.1148,0.20259,0.86725,0.04415,0.9777,False,0.6043,0.0694,200
theta,-0.5,-1.0,-1.0,3.0,0.01,ABC,0.7766,0.1272,0.27532,0.86725,0.04415,0.9777,False,0.6456,0.0877,200
theta,-0.5,-1.0,-1.0,3.0,0.03,ABCDE,0.7409,0.1852,0.68338,0.86697,0.27784,0.8498,False,0.5863,0.0655,200
theta,-0.5,-1.0,-1.0,3.0,0.03,ABC,0.7034,0.1837,0.75145,0.86697,0.27784,0.8498,False,0.6169,0.0637,200
theta,-0.5,-1.0,-2.0,1.0,0.01,ABCDE,0.8431,0.0039,0.21393,0.99999,0.03452,0.9826,False,0.6037,0.0039,200
theta,-0.5,-1.0,-2.0,1.0,0.01,ABC,0.8388,0.0043,0.28548,0.99999,0.03452,0.9826,False,0.6890,0.0045,200
theta,-0.5,-1.0,-2.0,1.0,0.03,ABCDE,0.6598,0.0029,0.66261,0.99994,0.22178,0.8822,False,0.5945,0.0100,200
theta,-0.5,-1.0,-2.0,1.0,0.03,ABC,0.6273,0.0029,0.73056,0.99994,0.22178,0.8822,False,0.6061,0.0120,200
theta,-0.5,-1.0,-2.0,1.5,0.01,ABCDE,0.8199,0.0310,0.21393,0.98926,0.03452,0.9826,False,0.6690,0.0515,200
theta,-0.5,-1.0,-2.0,1.5,0.01,ABC,0.8203,0.0340,0.28548,0.98926,0.03452,0.9826,False,0.6336,0.0549,200
theta,-0.5,-1.0,-2.0,1.5,0.03,ABCDE,0.6730,0.0462,0.66261,0.98935,0.22178,0.8822,False,0.6297,0.0510,200
theta,-0.5,-1.0,-2.0,1.5,0.03,ABC,0.6383,0.0462,0.73056,0.98935,0.22178,0.8822,False,0.6137,0.0487,200
theta,-0.5,-1.0,-2.0,2.0,0.01,ABCDE,0.7920,0.0616,0.21393,0.95998,0.03452,0.9826,False,0.6128,0.0915,200
theta,-0.5,-1.0,-2.0,2.0,0.01,ABC,0.8027,0.0672,0.28548,0.95998,0.03452,0.9826,False,0.6447,0.0581,200
theta,-0.5,-1.0,-2.0,2.0,0.03,ABCDE,0.6852,0.0893,0.66261,0.96002,0.22178,0.8822,False,0.6324,0.0625,200
theta,-0.5,-1.0,-2.0,2.0,0.03,ABC,0.6549,0.0898,0.73056,0.96002,0.22178,0.8822,False,0.5984,0.0637,200
theta,-0.5,-1.0,-2.0,3.0,0.01,ABCDE,0.7553,0.1118,0.21393,0.86725,0.03452,0.9826,False,0.6485,0.0755,200
theta,-0.5,-1.0,-2.0,3.0,0.01,ABC,0.7697,0.1239,0.28548,0.86725,0.03452,0.9826,False,0.6237,0.0968,200
theta,-0.5,-1.0,-2.0,3.0,0.03,ABCDE,0.6979,0.1662,0.66261,0.86697,0.22178,0.8822,False,0.6202,0.0926,200
theta,-0.5,-1.0,-2.0,3.0,0.03,ABC,0.6717,0.1663,0.73056,0.86697,0.22178,0.8822,False,0.5299,0.0589,200
theta,-0.5,-2.0,-0.5,1.0,0.01,ABCDE,0.6830,0.0016,0.09032,0.99999,0.00479,0.9976,False,0.6849,0.0031,200
theta,-0.5,-2.0,-0.5,1.0,0.01,ABC,0.6886,0.0018,0.11161,0.99999,0.00479,0.9976,False,0.6755,0.0038,200
theta,-0.5,-2.0,-0.5,1.0,0.03,ABCDE,0.6117,0.0018,0.46960,0.99994,0.01704,0.9914,False,0.6687,0.0120,200
theta,-0.5,-2.0,-0.5,1.0,0.03,ABC,0.6115,0.0019,0.51853,0.99994,0.01704,0.9914,False,0.6595,0.0125,200
theta,-0.5,-2.0,-0.5,1.5,0.01,ABCDE,0.6641,0.0129,0.09032,0.98926,0.00479,0.9976,False,0.6614,0.0443,200
theta,-0.5,-2.0,-0.5,1.5,0.01,ABC,0.6701,0.0145,0.11161,0.98926,0.00479,0.9976,False,0.7063,0.0492,200
theta,-0.5,-2.0,-0.5,1.5,0.03,ABCDE,0.6198,0.0290,0.46960,0.98935,0.01704,0.9914,False,0.6403,0.0542,200
theta,-0.5,-2.0,-0.5,1.5,0.03,ABC,0.6175,0.0311,0.51853,0.98935,0.01704,0.9914,False,0.6236,0.0648,200
theta,-0.5,-2.0,-0.5,2.0,0.01,ABCDE,0.6408,0.0249,0.09032,0.95998,0.00479,0.9976,False,0.6691,0.0645,200
theta,-0.5,-2.0,-0.5,2.0,0.01,ABC,0.6489,0.0284,0.11161,0.95998,0.00479,0.9976,False,0.6656,0.0411,200
theta,-0.5,-2.0,-0.5,2.0,0.03,ABCDE,0.6281,0.0559,0.46960,0.96002,0.01704,0.9914,False,0.6690,0.0750,200
theta,-0.5,-2.0,-0.5,2.0,0.03,ABC,0.6246,0.0594,0.51853,0.96002,0.01704,0.9914,False,0.6911,0.0778,200
theta,-0.5,-2.0,-0.5,3.0,0.01,ABCDE,0.6142,0.0448,0.09032,0.86725,0.00479,0.9976,False,0.6810,0.0669,200
theta,-0.5,-2.0,-0.5,3.0,0.01,ABC,0.6215,0.0510,0.11161,0.86725,0.00479,0.9976,False,0.6930,0.0512,200
theta,-0.5,-2.0,-0.5,3.0,0.03,ABCDE,0.6400,0.1039,0.46960,0.86697,0.01704,0.9914,False,0.6428,0.0818,200
theta,-0.5,-2.0,-0.5,3.0,0.03,ABC,0.6397,0.1099,0.51853,0.86697,0.01704,0.9914,False,0.6170,0.0828,200
theta,-0.5,-2.0,-1.0,1.0,0.01,ABCDE,0.6811,0.0016,0.09253,0.99999,0.00502,0.9975,False,0.6460,0.0028,200
theta,-0.5,-2.0,-1.0,1.0,0.01,ABC,0.6864,0.0018,0.11395,0.99999,0.00502,0.9975,False,0.7135,0.0037,200
theta,-0.5,-2.0,-1.0,1.0,0.03,ABCDE,0.6119,0.0018,0.47741,0.99994,0.01989,0.9900,False,0.6061,0.0113,200
theta,-0.5,-2.0,-1.0,1.0,0.03,ABC,0.6109,0.0019,0.52501,0.99994,0.01989,0.9900,False,0.6546,0.0131,200
theta,-0.5,-2.0,-1.0,1.5,0.01,ABCDE,0.6615,0.0128,0.09253,0.98926,0.00502,0.9975,False,0.6734,0.0409,200
theta,-0.5,-2.0,-1.0,1.5,0.01,ABC,0.6672,0.0144,0.11395,0.98926,0.00502,0.9975,False,0.6383,0.0467,200
theta,-0.5,-2.0,-1.0,1.5,0.03,ABCDE,0.6166,0.0288,0.47741,0.98935,0.01989,0.9900,False,0.6425,0.0690,200
theta,-0.5,-2.0,-1.0,1.5,0.03,ABC,0.6151,0.0306,0.52501,0.98935,0.01989,0.9900,False,0.6612,0.0652,200
theta,-0.5,-2.0,-1.0,2.0,0.01,ABCDE,0.6377,0.0249,0.09253,0.95998,0.00502,0.9975,False,0.6953,0.0590,200
