lever_set,b_A,b_B,b_C,pcu_C,growth_upper,categories,jacobian_s2,jacobian_s3,r2_O1,r2_O2,r2_O3,largest_unexplained,o3_flat,front_s2,front_s3,front_n
injection,-1.0,-0.5,-2.0,1.5,0.01,ABC,0.2749,0.0140,0.98390,0.99499,0.70208,0.5458,False,0.5905,0.0211,200
injection,-1.0,-0.5,-2.0,1.5,0.03,ABCDE,0.3924,0.0646,0.95766,0.97967,0.59403,0.6372,False,0.5951,0.0546,200
injection,-1.0,-0.5,-2.0,1.5,0.03,ABC,0.3732,0.0072,0.95352,0.97967,0.59403,0.6372,False,0.5328,0.0150,200
injection,-1.0,-0.5,-2.0,2.0,0.01,ABCDE,0.2842,0.0443,0.98935,0.98943,0.70208,0.5458,False,0.4823,0.0342,200
injection,-1.0,-0.5,-2.0,2.0,0.01,ABC,0.2823,0.0049,0.98390,0.98943,0.70208,0.5458,False,0.5981,0.0154,200
injection,-1.0,-0.5,-2.0,2.0,0.03,ABCDE,0.4076,0.0839,0.95766,0.95726,0.59403,0.6372,False,0.6081,0.0547,200
injection,-1.0,-0.5,-2.0,2.0,0.03,ABC,0.3896,0.0085,0.95352,0.95726,0.59403,0.6372,False,0.6081,0.0184,200
injection,-1.0,-0.5,-2.0,3.0,0.01,ABCDE,0.2990,0.0640,0.98935,0.96938,0.70208,0.5458,False,0.4028,0.0346,200
injection,-1.0,-0.5,-2.0,3.0,0.01,ABC,0.3005,0.0122,0.98390,0.96938,0.70208,0.5458,False,0.5135,0.0092,200
injection,-1.0,-0.5,-2.0,3.0,0.03,ABCDE,0.4392,0.1145,0.95766,0.88390,0.59403,0.6372,False,0.4636,0.0420,200
injection,-1.0,-0.5,-2.0,3.0,0.03,ABC,0.4259,0.0322,0.95352,0.88390,0.59403,0.6372,False,0.4242,0.0113,200
injection,-1.0,-1.0,-0.5,1.0,0.01,ABCDE,0.8416,0.0248,0.99898,0.99736,0.00362,0.9982,False,0.6911,0.0230,200
injection,-1.0,-1.0,-0.5,1.0,0.01,ABC,0.8655,0.0253,0.98917,0.99736,0.00362,0.9982,False,0.6615,0.0196,200
injection,-1.0,-1.0,-0.5,1.0,0.03,ABCDE,0.8547,0.0453,0.99493,0.98915,0.01421,0.9929,False,0.6353,0.0306,200
injection,-1.0,-1.0,-0.5,1.0,0.03,ABC,0.8480,0.0251,0.97366,0.98915,0.01421,0.9929,False,0.6460,0.0253,200
injection,-1.0,-1.0,-0.5,1.5,0.01,ABCDE,0.8425,0.0247,0.99898,0.99499,0.00362,0.9982,False,0.6698,0.0266,200
injection,-1.0,-1.0,-0.5,1.5,0.01,ABC,0.8622,0.0250,0.98917,0.99499,0.00362,0.9982,False,0.6930,0.0284,200
injection,-1.0,-1.0,-0.5,1.5,0.03,ABCDE,0.8210,0.0438,0.99493,0.97967,0.01421,0.9929,False,0.6846,0.0321,200
injection,-1.0,-1.0,-0.5,1.5,0.03,ABC,0.8128,0.0242,0.97366,0.97967,0.01421,0.9929,False,0.6632,0.0309,200
injection,-1.0,-1.0,-0.5,2.0,0.01,ABCDE,0.8419,0.0244,0.99898,0.98943,0.00362,0.9982,False,0.6878,0.0245,200
injection,-1.0,-1.0,-0.5,2.0,0.01,ABC,0.8565,0.0247,0.98917,0.98943,0.00362,0.9982,False,0.6350,0.0277,200
injection,-1.0,-1.0,-0.5,2.0,0.03,ABCDE,0.7921,0.0422,0.99493,0.95726,0.01421,0.9929,False,0.6706,0.0340,200
injection,-1.0,-1.0,-0.5,2.0,0.03,ABC,0.7849,0.0233,0.97366,0.95726,0.01421,0.9929,False,0.6280,0.0257,200
injection,-1.0,-1.0,-0.5,3.0,0.01,ABCDE,0.8367,0.0238,0.99898,0.96938,0.00362,0.9982,False,0.6975,0.0399,200
injection,-1.0,-1.0,-0.5,3.0,0.01,ABC,0.8355,0.0241,0.98917,0.96938,0.00362,0.9982,False,0.6711,0.0355,200
injection,-1.0,-1.0,-0.5,3.0,0.03,ABCDE,0.7441,0.0392,0.99493,0.88390,0.01421,0.9929,False,0.6992,0.0493,200
injection,-1.0,-1.0,-0.5,3.0,0.03,ABC,0.7350,0.0215,0.97366,0.88390,0.01421,0.9929,False,0.6424,0.0283,200
injection,-1.0,-1.0,-1.0,1.0,0.01,ABCDE,0.0205,0.0000,1.00000,0.99736,,,True,0.0154,0.0000,200
injection,-1.0,-1.0,-1.0,1.0,0.01,ABC,0.0259,0.0001,0.98917,0.99736,,,True,0.0168,0.0000,200
injection,-1.0,-1.0,-1.0,1.0,0.03,ABCDE,0.0144,0.0001,1.00000,0.98915,,,True,0.0211,0.0000,200
injection,-1.0,-1.0,-1.0,1.0,0.03,ABC,0.0255,0.0001,0.97564,0.98915,,,True,0.0224,0.0000,200
injection,-1.0,-1.0,-1.0,1.5,0.01,ABCDE,0.0205,0.0004,1.00000,0.99499,,,True,0.0186,0.0000,200
injection,-1.0,-1.0,-1.0,1.5,0.01,ABC,0.0280,0.0004,0.98917,0.99499,,,True,0.0200,0.0000,200
injection,-1.0,-1.0,-1.0,1.5,0.03,ABCDE,0.0143,0.0007,1.00000,0.97967,,,True,0.0237,0.0000,200
injection,-1.0,-1.0,-1.0,1.5,0.03,ABC,0.0269,0.0010,0.97564,0.97967,,,True,0.0244,0.0000,200
injection,-1.0,-1.0,-1.0,2.0,0.01,ABCDE,0.0203,0.0007,1.00000,0.98943,,,True,0.0200,0.0000,200
injection,-1.0,-1.0,-1.0,2.0,0.01,ABC,0.0382,0.0011,0.98917,0.98943,,,True,0.0207,0.0000,200
injection,-1.0,-1.0,-1.0,2.0,0.03,ABCDE,0.0142,0.0013,1.00000,0.95726,,,True,0.0223,0.0000,200
injection,-1.0,-1.0,-1.0,2.0,0.03,ABC,0.0269,0.0019,0.97564,0.95726,,,True,0.0252,0.0000,200
injection,-1.0,-1.0,-1.0,3.0,0.01,ABCDE,0.0199,0.0013,1.00000,0.96938,,,True,0.0195,0.0000,200
injection,-1.0,-1.0,-1.0,3.0,0.01,ABC,0.0383,0.0023,0.98917,0.96938,,,True,0.0295,0.0000,200
injection,-1.0,-1.0,-1.0,3.0,0.03,ABCDE,0.0142,0.0024,1.00000,0.88390,,,True,0.0230,0.0000,200
injection,-1.0,-1.0,-1.0,3.0,0.03,ABC,0.0269,0.0037,0.97564,0.88390,,,True,0.0225,0.0000,200
injection,-1.0,-1.0,-2.0,1.0,0.01,ABCDE,0.8151,0.0241,0.99646,0.99736,0.00353,0.9982,False,0.6697,0.0197,200
injection,-1.0,-1.0,-2.0,1.0,0.01,ABC,0.8265,0.0245,0.98224,0.99736,0.00353,0.9982,False,0.6597,0.0230,200
injection,-1.0,-1.0,-2.0,1.0,0.03,ABCDE,0.7214,0.0411,0.98912,0.98915,0.01343,0.9933,False,0.6183,0.0308,200
injection,-1.0,-1.0,-2.0,1.0,0.03,ABC,0.7232,0.0227,0.96035,0.98915,0.01343,0.9933,False,0.6539,0.0238,200
injection,-1.0,-1.0,-2.0,1.5,0.01,ABCDE,0.8092,0.0239,0.99646,0.99499,0.00353,0.9982,False,0.6667,0.0191,200
injection,-1.0,-1.0,-2.0,1.5,0.01,ABC,0.8145,0.0242,0.98224,0.99499,0.00353,0.9982,False,0.6726,0.0184,200
injection,-1.0,-1.0,-2.0,1.5,0.03,ABCDE,0.6971,0.0400,0.98912,0.97967,0.01343,0.9933,False,0.6621,0.0214,200
injection,-1.0,-1.0,-2.0,1.5,0.03,ABC,0.6970,0.0223,0.96035,0.97967,0.01343,0.9933,False,0.5985,0.0227,200
injection,-1.0,-1.0,-2.0,2.0,0.01,ABCDE,0.7978,0.0236,0.99646,0.98943,0.00353,0.9982,False,0.5876,0.0137,200
injection,-1.0,-1.0,-2.0,2.0,0.01,ABC,0.8007,0.0239,0.98224,0.98943,0.00353,0.9982,False,0.6562,0.0159,200
injection,-1.0,-1.0,-2.0,2.0,0.03,ABCDE,0.6764,0.0389,0.98912,0.95726,0.01343,0.9933,False,0.6309,0.0153,200
injection,-1.0,-1.0,-2.0,2.0,0.03,ABC,0.6727,0.0217,0.96035,0.95726,0.01343,0.9933,False,0.5692,0.0170,200
injection,-1.0,-1.0,-2.0,3.0,0.01,ABCDE,0.7814,0.0230,0.99646,0.96938,0.00353,0.9982,False,0.3509,0.0153,200
injection,-1.0,-1.0,-2.0,3.0,0.01,ABC,0.7775,0.0233,0.98224,0.96938,0.00353,0.9982,False,0.3520,0.0151,200
injection,-1.0,-1.0,-2.0,3.0,0.03,ABCDE,0.6344,0.0364,0.98912,0.88390,0.01343,0.9933,False,0.3135,0.0148,200
injection,-1.0,-1.0,-2.0,3.0,0.03,ABC,0.6287,0.0203,0.96035,0.88390,0.01343,0.9933,False,0.3180,0.0158,200
injection,-1.0,-2.0,-0.5,1.0,0.01,ABCDE,0.1634,0.0128,0.99166,0.99736,0.83370,0.4078,False,0.6769,0.0409,200
injection,-1.0,-2.0,-0.5,1.0,0.01,ABC,0.1568,0.0137,0.97105,0.99736,0.83370,0.4078,False,0.6557,0.0601,200
injection,-1.0,-2.0,-0.5,1.0,0.03,ABCDE,0.2119,0.0284,0.97755,0.98915,0.73034,0.5193,False,0.5511,0.0325,200
injection,-1.0,-2.0,-0.5,1.0,0.03,ABC,0.2052,0.0152,0.94228,0.98915,0.73034,0.5193,False,0.6080,0.0282,200
injection,-1.0,-2.0,-0.5,1.5,0.01,ABCDE,0.1701,0.0257,0.99166,0.99499,0.83370,0.4078,False,0.6353,0.0455,200
injection,-1.0,-2.0,-0.5,1.5,0.01,ABC,0.1655,0.0034,0.97105,0.99499,0.83370,0.4078,False,0.6265,0.0153,200
injection,-1.0,-2.0,-0.5,1.5,0.03,ABCDE,0.2344,0.0466,0.97755,0.97967,0.73034,0.5193,False,0.5283,0.0590,200
injection,-1.0,-2.0,-0.5,1.5,0.03,ABC,0.2314,0.0020,0.94228,0.97967,0.73034,0.5193,False,0.5415,0.0122,200
injection,-1.0,-2.0,-0.5,2.0,0.01,ABCDE,0.1776,0.0373,0.99166,0.98943,0.83370,0.4078,False,0.6308,0.0632,200
injection,-1.0,-2.0,-0.5,2.0,0.01,ABC,0.1753,0.0061,0.97105,0.98943,0.83370,0.4078,False,0.6568,0.0239,200
injection,-1.0,-2.0,-0.5,2.0,0.03,ABCDE,0.2605,0.0604,0.97755,0.95726,0.73034,0.5193,False,0.4707,0.0636,200
injection,-1.0,-2.0,-0.5,2.0,0.03,ABC,0.2578,0.0121,0.94228,0.95726,0.73034,0.5193,False,0.5719,0.0251,200
injection,-1.0,-2.0,-0.5,3.0,0.01,ABCDE,0.1963,0.0567,0.99166,0.96938,0.83370,0.4078,False,0.5234,0.0890,200
injection,-1.0,-2.0,-0.5,3.0,0.01,ABC,0.1971,0.0222,0.97105,0.96938,0.83370,0.4078,False,0.5147,0.0528,200
injection,-1.0,-2.0,-0.5,3.0,0.03,ABCDE,0.3116,0.0814,0.97755,0.88390,0.73034,0.5193,False,0.5259,0.0622,200
injection,-1.0,-2.0,-0.5,3.0,0.03,ABC,0.3101,0.0293,0.94228,0.88390,0.73034,0.5193,False,0.6084,0.0453,200
injection,-1.0,-2.0,-1.0,1.0,0.01,ABCDE,0.1480,0.0071,0.99324,0.99736,0.86291,0.3703,False,0.6358,0.0413,200
injection,-1.0,-2.0,-1.0,1.0,0.01,ABC,0.1391,0.0092,0.97217,0.99736,0.86291,0.3703,False,0.5933,0.0380,200
injection,-1.0,-2.0,-1.0,1.0,0.03,ABCDE,0.1668,0.0181,0.98511,0.98915,0.81344,0.4319,False,0.6139,0.0403,200
injection,-1.0,-2.0,-1.0,1.0,0.03,ABC,0.1477,0.0103,0.94810,0.98915,0.81344,0.4319,False,0.5927,0.0407,200
injection,-1.0,-2.0,-1.0,1.5,0.01,ABCDE,0.1508,0.0223,0.99324,0.99499,0.86291,0.3703,False,0.5435,0.0405,200
injection,-1.0,-2.0,-1.0,1.5,0.01,ABC,0.1438,0.0024,0.97217,0.99499,0.86291,0.3703,False,0.5723,0.0231,200
injection,-1.0,-2.0,-1.0,1.5,0.03,ABCDE,0.1769,0.0438,0.98511,0.97967,0.81344,0.4319,False,0.5222,0.0454,200
injection,-1.0,-2.0,-1.0,1.5,0.03,ABC,0.1649,0.0090,0.94810,0.97967,0.81344,0.4319,False,0.5309,0.0253,200
injection,-1.0,-2.0,-1.0,2.0,0.01,ABCDE,0.1555,0.0365,0.99324,0.98943,0.86291,0.3703,False,0.5852,0.0597,200
injection,-1.0,-2.0,-1.0,2.0,0.01,ABC,0.1495,0.0133,0.97217,0.98943,0.86291,0.3703,False,0.6195,0.0555,200
injection,-1.0,-2.0,-1.0,2.0,0.03,ABCDE,0.1907,0.0638,0.98511,0.95726,0.81344,0.4319,False,0.4382,0.0654,200
injection,-1.0,-2.0,-1.0,2.0,0.03,ABC,0.1860,0.0233,0.94810,0.95726,0.81344,0.4319,False,0.5331,0.0413,200
injection,-1.0,-2.0,-1.0,3.0,0.01,ABCDE,0.1666,0.0607,0.99324,0.96938,0.86291,0.3703,False,0.5927,0.0480,200
injection,-1.0,-2.0,-1.0,3.0,0.01,ABC,0.1652,0.0316,0.97217,0.96938,0.86291,0.3703,False,0.5947,0.0613,200
injection,-1.0,-2.0,-1.0,3.0,0.03,ABCDE,0.2343,0.0896,0.98511,0.88390,0.81344,0.4319,False,0.4664,0.0545,200
injection,-1.0,-2.0,-1.0,3.0,0.03,ABC,0.2355,0.0426,0.94810,0.88390,0.81344,0.4319,False,0.5669,0.0571,200
injection,-1.0,-2.0,-2.0,1.0,0.01,ABCDE,0.1517,0.0038,0.99261,0.99736,0.85428,0.3817,False,0.5554,0.0206,200
injection,-1.0,-2.0,-2.0,1.0,0.01,ABC,0.1427,0.0039,0.97004,0.99736,0.85428,0.3817,False,0.5381,0.0191,200
injection,-1.0,-2.0,-2.0,1.0,0.03,ABCDE,0.1522,0.0072,0.98512,0.98915,0.82275,0.4210,False,0.2729,0.0246,200
injection,-1.0,-2.0,-2.0,1.0,0.03,ABC,0.1332,0.0029,0.94591,0.98915,0.82275,0.4210,False,0.5411,0.0198,200
injection,-1.0,-2.0,-2.0,1.5,0.01,ABCDE,0.1478,0.0112,0.99261,0.99499,0.85428,0.3817,False,0.4427,0.0171,200
injection,-1.0,-2.0,-2.0,1.5,0.01,ABC,0.1375,0.0150,0.97004,0.99499,0.85428,0.3817,False,0.5431,0.0353,200
injection,-1.0,-2.0,-2.0,1.5,0.03,ABCDE,0.1495,0.0246,0.98512,0.97967,0.82275,0.4210,False,0.4140,0.0209,200
injection,-1.0,-2.0,-2.0,1.5,0.03,ABC,0.1287,0.0249,0.94591,0.97967,0.82275,0.4210,False,0.4095,0.0378,200
injection,-1.0,-2.0,-2.0,2.0,0.01,ABCDE,0.1453,0.0261,0.99261,0.98943,0.85428,0.3817,False,0.4536,0.0246,200
injection,-1.0,-2.0,-2.0,2.0,0.01,ABC,0.1338,0.0265,0.97004,0.98943,0.85428,0.3817,False,0.3426,0.0333,200
injection,-1.0,-2.0,-2.0,2.0,0.03,ABCDE,0.1486,0.0535,0.98512,0.95726,0.82275,0.4210,False,0.2972,0.0258,200
injection,-1.0,-2.0,-2.0,2.0,0.03,ABC,0.1283,0.0454,0.94591,0.95726,0.82275,0.4210,False,0.4302,0.0391,200
injection,-1.0,-2.0,-2.0,3.0,0.01,ABCDE,0.1425,0.0569,0.99261,0.96938,0.85428,0.3817,False,0.4051,0.0266,200
injection,-1.0,-2.0,-2.0,3.0,0.01,ABC,0.1308,0.0505,0.97004,0.96938,0.85428,0.3817,False,0.4542,0.0387,200
injection,-1.0,-2.0,-2.0,3.0,0.03,ABCDE,0.1509,0.1012,0.98512,0.88390,0.82275,0.4210,False,0.2291,0.0184,200
injection,-1.0,-2.0,-2.0,3.0,0.03,ABC,0.1422,0.0708,0.94591,0.88390,0.82275,0.4210,False,0.4291,0.0415,200
injection,-2.0,-0.5,-0.5,1.0,0.01,ABCDE,0.1058,0.0070,0.99590,0.99736,0.95981,0.2005,False,0.6452,0.0318,200
injection,-2.0,-0.5,-0.5,1.0,0.01,ABC,0.1131,0.0060,0.99850,0.99736,0.95981,0.2005,False,0.6494,0.0257,200
injection,-2.0,-0.5,-0.5,1.0,0.03,ABCDE,0.2638,0.0178,0.98259,0.98915,0.74984,0.5002,False,0.5893,0.0334,200
injection,-2.0,-0.5,-0.5,1.0,0.03,ABC,0.2729,0.0100,0.99332,0.98915,0.74984,0.5002,False,0.6217,0.0275,200
injection,-2.0,-0.5,-0.5,1.5,0.01,ABCDE,0.1157,0.0013,0.99590,0.99499,0.95981,0.2005,False,0.6664,0.0079,200
injection,-2.0,-0.5,-0.5,1.5,0.01,ABC,0.1209,0.0166,0.99850,0.99499,0.95981,0.2005,False,0.6879,0.0615,200
injection,-2.0,-0.5,-0.5,1.5,0.03,ABCDE,0.2853,0.0035,0.98259,0.97967,0.74984,0.5002,False,0.5963,0.0125,200
injection,-2.0,-0.5,-0.5,1.5,0.03,ABC,0.2932,0.0321,0.99332,0.97967,0.74984,0.5002,False,0.5650,0.0528,200
injection,-2.0,-0.5,-0.5,2.0,0.01,ABCDE,0.1265,0.0073,0.99590,0.98943,0.95981,0.2005,False,0.6061,0.0391,200
injection,-2.0,-0.5,-0.5,2.0,0.01,ABC,0.1307,0.0255,0.99850,0.98943,0.95981,0.2005,False,0.6294,0.0672,200
injection,-2.0,-0.5,-0.5,2.0,0.03,ABCDE,0.3085,0.0165,0.98259,0.95726,0.74984,0.5002,False,0.5079,0.0282,200
injection,-2.0,-0.5,-0.5,2.0,0.03,ABC,0.3149,0.0513,0.99332,0.95726,0.74984,0.5002,False,0.6279,0.0747,200
injection,-2.0,-0.5,-0.5,3.0,0.01,ABCDE,0.1510,0.0173,0.99590,0.96938,0.95981,0.2005,False,0.5866,0.0713,200
injection,-2.0,-0.5,-0.5,3.0,0.01,ABC,0.1530,0.0386,0.99850,0.96938,0.95981,0.2005,False,0.4972,0.0556,200
injection,-2.0,-0.5,-0.5,3.0,0.03,ABCDE,0.3565,0.0413,0.98259,0.88390,0.74984,0.5002,False,0.5668,0.0527,200
injection,-2.0,-0.5,-0.5,3.0,0.03,ABC,0.3582,0.0814,0.99332,0.88390,0.74984,0.5002,False,0.5342,0.0703,200
injection,-2.0,-0.5,-1.0,1.0,0.01,ABCDE,0.0920,0.0028,0.99730,0.99736,0.97338,0.1632,False,0.5805,0.0194,200
injection,-2.0,-0.5,-1.0,1.0,0.01,ABC,0.1000,0.0020,0.99960,0.99736,0.97338,0.1632,False,0.5309,0.0208,200
injection,-2.0,-0.5,-1.0,1.0,0.03,ABCDE,0.2209,0.0054,0.98976,0.98915,0.84377,0.3953,False,0.5316,0.0186,200
injection,-2.0,-0.5,-1.0,1.0,0.03,ABC,0.2355,0.0036,0.99888,0.98915,0.84377,0.3953,False,0.6034,0.0191,200
injection,-2.0,-0.5,-1.0,1.5,0.01,ABCDE,0.0985,0.0061,0.99730,0.99499,0.97338,0.1632,False,0.5454,0.0289,200
injection,-2.0,-0.5,-1.0,1.5,0.01,ABC,0.1052,0.0142,0.99960,0.99499,0.97338,0.1632,False,0.5530,0.0598,200
injection,-2.0,-0.5,-1.0,1.5,0.03,ABCDE,0.2329,0.0159,0.98976,0.97967,0.84377,0.3953,False,0.5853,0.0383,200
injection,-2.0,-0.5,-1.0,1.5,0.03,ABC,0.2456,0.0299,0.99888,0.97967,0.84377,0.3953,False,0.5853,0.0417,200
injection,-2.0,-0.5,-1.0,2.0,0.01,ABCDE,0.1071,0.0135,0.99730,0.98943,0.97338,0.1632,False,0.6048,0.0459,200
injection,-2.0,-0.5,-1.0,2.0,0.01,ABC,0.1121,0.0250,0.99960,0.98943,0.97338,0.1632,False,0.6057,0.0601,200
injection,-2.0,-0.5,-1.0,2.0,0.03,ABCDE,0.2474,0.0351,0.98976,0.95726,0.84377,0.3953,False,0.5294,0.0408,200
injection,-2.0,-0.5,-1.0,2.0,0.03,ABC,0.2583,0.0535,0.99888,0.95726,0.84377,0.3953,False,0.5641,0.0816,200
injection,-2.0,-0.5,-1.0,3.0,0.01,ABCDE,0.1286,0.0239,0.99730,0.96938,0.97338,0.1750,False,0.5858,0.0632,200
injection,-2.0,-0.5,-1.0,3.0,0.01,ABC,0.1305,0.0414,0.99960,0.96938,0.97338,0.1750,False,0.5804,0.0502,200
injection,-2.0,-0.5,-1.0,3.0,0.03,ABCDE,0.2831,0.0639,0.98976,0.88390,0.84377,0.3953,False,0.5401,0.0634,200
injection,-2.0,-0.5,-1.0,3.0,0.03,ABC,0.2879,0.0913,0.99888,0.88390,0.84377,0.3953,False,0.4852,0.0609,200
injection,-2.0,-0.5,-2.0,1.0,0.01,ABCDE,0.0876,0.0073,0.99732,0.99736,0.97326,0.1635,False,0.5127,0.0317,200
injection,-2.0,-0.5,-2.0,1.0,0.01,ABC,0.0942,0.0063,0.99853,0.99736,0.97326,0.1635,False,0.3979,0.0335,200
injection,-2.0,-0.5,-2.0,1.0,0.03,ABCDE,0.2110,0.0162,0.98935,0.98915,0.84413,0.3948,False,0.5362,0.0536,200
injection,-2.0,-0.5,-2.0,1.0,0.03,ABC,0.2212,0.0068,0.99558,0.98915,0.84413,0.3948,False,0.4199,0.0274,200
injection,-2.0,-0.5,-2.0,1.5,0.01,ABCDE,0.0853,0.0175,0.99732,0.99499,0.97326,0.1635,False,0.5053,0.0331,200
injection,-2.0,-0.5,-2.0,1.5,0.01,ABC,0.0928,0.0069,0.99853,0.99499,0.97326,0.1635,False,0.4117,0.0207,200
injection,-2.0,-0.5,-2.0,1.5,0.03,ABCDE,0.2040,0.0395,0.98935,0.97967,0.84413,0.3948,False,0.4275,0.0472,200
injection,-2.0,-0.5,-2.0,1.5,0.03,ABC,0.2157,0.0203,0.99558,0.97967,0.84413,0.3948,False,0.4590,0.0200,200
injection,-2.0,-0.5,-2.0,2.0,0.01,ABCDE,0.0851,0.0272,0.99732,0.98943,0.97326,0.1635,False,0.5561,0.0346,200
injection,-2.0,-0.5,-2.0,2.0,0.01,ABC,0.0922,0.0203,0.99853,0.98943,0.97326,0.1635,False,0.4888,0.0296,200
injection,-2.0,-0.5,-2.0,2.0,0.03,ABCDE,0.1995,0.0619,0.98935,0.95726,0.84413,0.3948,False,0.4640,0.0348,200
injection,-2.0,-0.5,-2.0,2.0,0.03,ABC,0.2137,0.0474,0.99558,0.95726,0.84413,0.3948,False,0.4630,0.0279,200
injection,-2.0,-0.5,-2.0,3.0,0.01,ABCDE,0.0939,0.0411,0.99732,0.96938,0.97326,0.1750,False,0.4262,0.0470,200
injection,-2.0,-0.5,-2.0,3.0,0.01,ABC,0.0964,0.0449,0.99853,0.96938,0.97326,0.1750,False,0.3166,0.0347,200
injection,-2.0,-0.5,-2.0,3.0,0.03,ABCDE,0.2075,0.0995,0.98935,0.88390,0.84413,0.3948,False,0.3194,0.0366,200
injection,-2.0,-0.5,-2.0,3.0,0.03,ABC,0.2166,0.0962,0.99558,0.88390,0.84413,0.3948,False,0.3645,0.0230,200
injection,-2.0,-1.0,-0.5,1.0,0.01,ABCDE,0.0629,0.0114,0.99767,0.99736,0.98415,0.1259,False,0.5411,0.0712,200
injection,-2.0,-1.0,-0.5,1.0,0.01,ABC,0.0654,0.0105,0.99569,0.99736,0.98415,0.1259,False,0.6597,0.0590,200
injection,-2.0,-1.0,-0.5,1.0,0.03,ABCDE,0.1407,0.0254,0.98834,0.98915,0.91386,0.2935,False,0.4521,0.0459,200
injection,-2.0,-1.0,-0.5,1.0,0.03,ABC,0.1437,0.0138,0.98431,0.98915,0.91386,0.2935,False,0.5370,0.0383,200
injection,-2.0,-1.0,-0.5,1.5,0.01,ABCDE,0.0783,0.0078,0.99767,0.99499,0.98415,0.1259,False,0.6330,0.0509,200
injection,-2.0,-1.0,-0.5,1.5,0.01,ABC,0.0787,0.0162,0.99569,0.99499,0.98415,0.1259,False,0.6932,0.0571,200
injection,-2.0,-1.0,-0.5,1.5,0.03,ABCDE,0.1732,0.0182,0.98834,0.97967,0.91386,0.2935,False,0.5239,0.0433,200
injection,-2.0,-1.0,-0.5,1.5,0.03,ABC,0.1736,0.0234,0.98431,0.97967,0.91386,0.2935,False,0.4553,0.0336,200
injection,-2.0,-1.0,-0.5,2.0,0.01,ABCDE,0.0943,0.0053,0.99767,0.98943,0.98415,0.1259,False,0.5813,0.0272,200
injection,-2.0,-1.0,-0.5,2.0,0.01,ABC,0.0941,0.0199,0.99569,0.98943,0.98415,0.1259,False,0.5875,0.0594,200
injection,-2.0,-1.0,-0.5,2.0,0.03,ABCDE,0.2062,0.0132,0.98834,0.95726,0.91386,0.2935,False,0.4804,0.0262,200
injection,-2.0,-1.0,-0.5,2.0,0.03,ABC,0.2041,0.0301,0.98431,0.95726,0.91386,0.2935,False,0.5718,0.0385,200
injection,-2.0,-1.0,-0.5,3.0,0.01,ABCDE,0.1269,0.0022,0.99767,0.96938,0.98415,0.1750,False,0.3996,0.0089,200
injection,-2.0,-1.0,-0.5,3.0,0.01,ABC,0.1263,0.0240,0.99569,0.96938,0.98415,0.1750,False,0.4818,0.0470,200
injection,-2.0,-1.0,-0.5,3.0,0.03,ABCDE,0.2694,0.0068,0.98834,0.88390,0.91386,0.3407,False,0.4146,0.0144,200
injection,-2.0,-1.0,-0.5,3.0,0.03,ABC,0.2666,0.0381,0.98431,0.88390,0.91386,0.3407,False,0.4139,0.0493,200
injection,-2.0,-1.0,-1.0,1.0,0.01,ABCDE,0.0448,0.0087,0.99917,0.99736,0.99449,0.0742,False,0.4848,0.0625,200
injection,-2.0,-1.0,-1.0,1.0,0.01,ABC,0.0478,0.0077,0.99698,0.99736,0.99449,0.0742,False,0.4189,0.0482,200
injection,-2.0,-1.0,-1.0,1.0,0.03,ABCDE,0.0916,0.0194,0.99622,0.98915,0.97258,0.1656,False,0.3892,0.0324,200
injection,-2.0,-1.0,-1.0,1.0,0.03,ABC,0.0934,0.0103,0.99105,0.98915,0.97258,0.1656,False,0.5316,0.0314,200
injection,-2.0,-1.0,-1.0,1.5,0.01,ABCDE,0.0594,0.0048,0.99917,0.99499,0.99449,0.0742,False,0.5382,0.0327,200
injection,-2.0,-1.0,-1.0,1.5,0.01,ABC,0.0586,0.0159,0.99698,0.99499,0.99449,0.0742,False,0.5765,0.0754,200
injection,-2.0,-1.0,-1.0,1.5,0.03,ABCDE,0.1215,0.0114,0.99622,0.97967,0.97258,0.1656,False,0.5269,0.0276,200
injection,-2.0,-1.0,-1.0,1.5,0.03,ABC,0.1188,0.0249,0.99105,0.97967,0.97258,0.1656,False,0.4701,0.0412,200
injection,-2.0,-1.0,-1.0,2.0,0.01,ABCDE,0.0749,0.0023,0.99917,0.98943,0.99449,0.1028,False,0.5651,0.0189,200
injection,-2.0,-1.0,-1.0,2.0,0.01,ABC,0.0730,0.0209,0.99698,0.98943,0.99449,0.1028,False,0.4764,0.0542,200
injection,-2.0,-1.0,-1.0,2.0,0.03,ABCDE,0.1538,0.0064,0.99622,0.95726,0.97258,0.2067,False,0.5616,0.0162,200
injection,-2.0,-1.0,-1.0,2.0,0.03,ABC,0.1493,0.0333,0.99105,0.95726,0.97258,0.2067,False,0.3850,0.0644,200
injection,-2.0,-1.0,-1.0,3.0,0.01,ABCDE,0.1073,0.0008,0.99917,0.96938,0.99449,0.1750,False,0.4621,0.0033,200
injection,-2.0,-1.0,-1.0,3.0,0.01,ABC,0.1049,0.0254,0.99698,0.96938,0.99449,0.1750,False,0.4871,0.0392,200
injection,-2.0,-1.0,-1.0,3.0,0.03,ABCDE,0.2164,0.0015,0.99622,0.88390,0.97258,0.3407,False,0.3656,0.0050,200
injection,-2.0,-1.0,-1.0,3.0,0.03,ABC,0.2121,0.0418,0.99105,0.88390,0.97258,0.3407,False,0.4455,0.0509,200
